Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,="",14.71,22.86,22.86,56.6,56.6,22.47,22.66,7/13/2023 1:53:26 PM,
2,1,="",14.66,22.86,22.86,55.9,56.3,22.95,22.76,7/13/2023 1:54:29 PM,
3,1,="",14.66,22.86,22.96,56.2,56.6,22.57,22.57,7/13/2023 1:55:40 PM,
4,1,="",14.66,22.96,22.96,56.5,57,22.47,22.18,7/13/2023 1:56:48 PM,
5,1,="",14.66,22.96,22.96,57.1,56.3,22.18,22.57,7/13/2023 1:58:06 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,new alamar blue,0,1463,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
2,new alamar blue,0,1539,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
3,new alamar blue,0,1537,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
4,new alamar blue,0,1341,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
5,new alamar blue,0,1534,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
1,D16,450075,
1,D17,372434,
1,D18,456120,
1,D19,178228,
1,D20,406176,
1,D21,138497,
1,D22,415337,
1,D23,107604,
1,D24,148638,
1,E01,337105,
1,E02,359170,
1,E03,386852,
1,E04,356156,
1,E05,386665,
1,E06,375641,
1,E07,267434,
1,E08,253217,
1,E09,197529,
1,E10,229473,
1,E11,295454,
1,E12,292941,
1,E13,458673,
1,E14,402913,
1,E15,439582,
1,E16,433626,
1,E17,307581,
1,E18,377933,
1,E19,147926,
1,E20,152523,
1,E21,369617,
1,E22,358277,
1,E23,176840,
1,E24,168363,
1,F01,373259,
1,F02,381069,
1,F03,327558,
1,F04,384343,
1,F05,405539,
1,F06,370824,
1,F07,286471,
1,F08,426383,
1,F09,198288,
1,F10,448951,
1,F11,317900,
1,F12,430779,
1,F13,385826,
1,F14,388992,
1,F15,428918,
1,F16,391828,
1,F17,47083,
1,F18,412851,
1,F19,188918,
1,F20,195897,
1,F21,364658,
1,F22,421215,
1,F23,156411,
1,F24,67987,
1,G01,366172,
1,G02,360710,
1,G03,365126,
1,G04,373296,
1,G05,368208,
1,G06,380900,
1,G07,211751,
1,G08,204376,
1,G09,342051,
1,G10,362683,
1,G11,345120,
1,G12,381541,
1,G13,443318,
1,G14,425856,
1,G15,433332,
1,G16,409399,
1,G17,379388,
1,G18,412986,
1,G19,292944,
1,G20,341623,
1,G21,376465,
1,G22,378319,
1,G23,157560,
1,G24,158845,
1,H01,340549,
1,H02,399170,
1,H03,363941,
1,H04,364203,
1,H05,408356,
1,H06,427441,
1,H07,196305,
1,H08,230204,
1,H09,343966,
1,H10,421000,
1,H11,323921,
1,H12,437180,
1,H13,435842,
1,H14,442165,
1,H15,441486,
1,H16,439514,
1,H17,378781,
1,H18,439970,
1,H19,295637,
1,H20,409438,
1,H21,412151,
1,H22,440217,
1,H23,152411,
1,H24,182412,
1,I01,135015,
1,I02,114055,
1,I03,395638,
1,I04,379268,
1,I05,244389,
1,I06,313039,
1,I07,245468,
1,I08,317640,
1,I09,256695,
1,I10,264681,
1,I11,405595,
1,I12,415406,
1,I13,299177,
1,I14,379738,
1,I15,321785,
1,I16,344632,
1,I17,400508,
1,I18,405475,
1,I19,136465,
1,I20,141176,
1,I21,298620,
1,I22,307483,
1,I23,362778,
1,I24,416463,
1,J01,105422,
1,J02,95612,
1,J03,361023,
1,J04,374083,
1,J05,312854,
1,J06,391600,
1,J07,283291,
1,J08,401793,
1,J09,281576,
1,J10,347962,
1,J11,407841,
1,J12,356797,
1,J13,313069,
1,J14,402307,
1,J15,326013,
1,J16,415020,
1,J17,400168,
1,J18,447849,
1,J19,162113,
1,J20,389868,
1,J21,319496,
1,J22,373436,
1,J23,371089,
1,J24,414315,
1,K01,110069,
1,K02,121962,
1,K03,316408,
1,K04,339270,
1,K05,234108,
1,K06,255956,
1,K07,227223,
1,K08,287401,
1,K09,385493,
1,K10,378608,
1,K11,381597,
1,K12,357801,
1,K13,227898,
1,K14,298597,
1,K15,290714,
1,K16,341396,
1,K17,402901,
1,K18,422133,
1,K19,387864,
1,K20,359099,
1,K21,290158,
1,K22,286141,
1,K23,350403,
1,K24,390837,
1,L01,108934,
1,L02,107637,
1,L03,297472,
1,L04,338654,
1,L05,260254,
1,L06,360728,
1,L07,260780,
1,L08,375640,
1,L09,392053,
1,L10,372901,
1,L11,326116,
1,L12,367444,
1,L13,273588,
1,L14,409022,
1,L15,290197,
1,L16,380191,
1,L17,446093,
1,L18,397647,
1,L19,401028,
1,L20,393046,
1,L21,287126,
1,L22,352601,
1,L23,345434,
1,L24,439020,
1,M01,118805,
1,M02,108579,
1,M03,242336,
1,M04,251696,
1,M05,322938,
1,M06,328808,
1,M07,300575,
1,M08,319116,
1,M09,248097,
1,M10,302856,
1,M11,132882,
1,M12,139501,
1,M13,332972,
1,M14,350334,
1,M15,352843,
1,M16,382714,
1,M17,302887,
1,M18,309113,
1,M19,282243,
1,M20,319025,
1,M21,380692,
1,M22,400193,
1,M23,377908,
1,M24,405852,
1,N01,138404,
1,N02,130295,
1,N03,268157,
1,N04,355093,
1,N05,342031,
1,N06,295112,
1,N07,297602,
1,N08,351759,
1,N09,303357,
1,N10,373947,
1,N11,125101,
1,N12,379971,
1,N13,371195,
1,N14,411613,
1,N15,385350,
1,N16,381725,
1,N17,280485,
1,N18,400072,
1,N19,268549,
1,N20,349102,
1,N21,412925,
1,N22,413745,
1,N23,379924,
1,N24,417330,
1,O01,108654,
1,O02,37447,
1,O03,271664,
1,O04,302233,
1,O05,344915,
1,O06,344042,
1,O07,323568,
1,O08,335236,
1,O09,272947,
1,O10,344484,
1,O11,234414,
1,O12,234516,
1,O13,345393,
1,O14,379720,
1,O15,387220,
1,O16,387256,
1,O17,374263,
1,O18,370147,
1,O19,156073,
1,O20,183124,
1,O21,379219,
1,O22,379680,
1,O23,417672,
1,O24,446718,
1,P01,135021,
1,P02,121226,
1,P03,350760,
1,P04,388096,
1,P05,435857,
1,P06,389420,
1,P07,344042,
1,P08,406302,
1,P09,342856,
1,P10,377320,
1,P11,246009,
1,P12,439830,
1,P13,425118,
1,P14,437754,
1,P15,403144,
1,P16,451896,
1,P17,381765,
1,P18,476222,
1,P19,194051,
1,P20,300586,
1,P21,435652,
1,P22,411012,
1,P23,398843,
1,P24,469231,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
2,A01,481291,
2,A02,523185,
2,A03,508742,
2,A04,498646,
2,A05,474870,
2,A06,483486,
2,A07,443914,
2,A08,446529,
2,A09,449984,
2,A10,467786,
2,A11,544939,
2,A12,487768,
2,A13,462318,
2,A14,475451,
2,A15,460525,
2,A16,459317,
2,A17,500818,
2,A18,472893,
2,A19,494221,
2,A20,483372,
2,A21,432532,
2,A22,427924,
2,A23,136735,
2,A24,141604,
2,B01,486426,
2,B02,451488,
2,B03,453171,
2,B04,470897,
2,B05,452652,
2,B06,461522,
2,B07,455201,
2,B08,476526,
2,B09,440325,
2,B10,463421,
2,B11,507813,
2,B12,497391,
2,B13,493554,
2,B14,495856,
2,B15,469023,
2,B16,494219,
2,B17,492534,
2,B18,503076,
2,B19,491995,
2,B20,460163,
2,B21,441540,
2,B22,502489,
2,B23,176893,
2,B24,156392,
2,C01,472455,
2,C02,500474,
2,C03,478064,
2,C04,472423,
2,C05,170739,
2,C06,176399,
2,C07,455368,
2,C08,450984,
2,C09,465809,
2,C10,466921,
2,C11,451250,
2,C12,378506,
2,C13,210070,
2,C14,134818,
2,C15,483180,
2,C16,467355,
2,C17,519525,
2,C18,504582,
2,C19,270581,
2,C20,244007,
2,C21,112786,
2,C22,120167,
2,C23,105365,
2,C24,123216,
2,D01,477268,
2,D02,482438,
2,D03,480131,
2,D04,478014,
2,D05,180298,
2,D06,460665,
2,D07,446013,
2,D08,472976,
2,D09,480333,
2,D10,470886,
2,D11,468203,
2,D12,494433,
2,D13,403392,
2,D14,495258,
2,D15,456715,
2,D16,504869,
2,D17,488438,
2,D18,492009,
2,D19,219854,
2,D20,498577,
2,D21,120445,
2,D22,480374,
2,D23,131523,
2,D24,161303,
2,E01,455836,
2,E02,410198,
2,E03,432660,
2,E04,439272,
2,E05,444086,
2,E06,407436,
2,E07,320452,
2,E08,325163,
2,E09,212729,
2,E10,290641,
2,E11,366510,
2,E12,377534,
2,E13,493570,
2,E14,489048,
2,E15,473587,
2,E16,464087,
2,E17,434743,
2,E18,442722,
2,E19,152663,
2,E20,78168,
2,E21,407197,
2,E22,431800,
2,E23,165726,
2,E24,176514,
2,F01,514387,
2,F02,470511,
2,F03,459110,
2,F04,475742,
2,F05,452203,
2,F06,474595,
2,F07,339818,
2,F08,461704,
2,F09,258540,
2,F10,472478,
2,F11,395552,
2,F12,504788,
2,F13,503453,
2,F14,495155,
2,F15,477355,
2,F16,474827,
2,F17,445839,
2,F18,482939,
2,F19,176068,
2,F20,212326,
2,F21,449211,
2,F22,474634,
2,F23,168928,
2,F24,161266,
2,G01,458328,
2,G02,423987,
2,G03,441050,
2,G04,455249,
2,G05,434930,
2,G06,467492,
2,G07,205985,
2,G08,219234,
2,G09,378151,
2,G10,452569,
2,G11,421742,
2,G12,453409,
2,G13,483564,
2,G14,486494,
2,G15,457347,
2,G16,458977,
2,G17,481110,
2,G18,492882,
2,G19,431902,
2,G20,425619,
2,G21,470767,
2,G22,459778,
2,G23,150140,
2,G24,164780,
2,H01,463082,
2,H02,465048,
2,H03,444195,
2,H04,110788,
2,H05,488445,
2,H06,481957,
2,H07,209631,
2,H08,350422,
2,H09,447071,
2,H10,473380,
2,H11,491357,
2,H12,490071,
2,H13,504121,
2,H14,477525,
2,H15,492163,
2,H16,470757,
2,H17,492775,
2,H18,486090,
2,H19,430071,
2,H20,438796,
2,H21,470848,
2,H22,411755,
2,H23,195418,
2,H24,198066,
2,I01,121663,
2,I02,108412,
2,I03,437322,
2,I04,471605,
2,I05,382715,
2,I06,395862,
2,I07,377572,
2,I08,418650,
2,I09,344990,
2,I10,366487,
2,I11,446471,
2,I12,457733,
2,I13,419514,
2,I14,449996,
2,I15,439157,
2,I16,423898,
2,I17,415854,
2,I18,379953,
2,I19,136742,
2,I20,143381,
2,I21,394983,
2,I22,404091,
2,I23,376748,
2,I24,435287,
2,J01,121197,
2,J02,181302,
2,J03,497386,
2,J04,498778,
2,J05,421442,
2,J06,473941,
2,J07,426461,
2,J08,486960,
2,J09,383750,
2,J10,477072,
2,J11,480340,
2,J12,489348,
2,J13,462691,
2,J14,464642,
2,J15,461527,
2,J16,492597,
2,J17,436055,
2,J18,481162,
2,J19,134997,
2,J20,443339,
2,J21,403665,
2,J22,471529,
2,J23,398422,
2,J24,478757,
2,K01,151202,
2,K02,123804,
2,K03,473608,
2,K04,448341,
2,K05,401318,
2,K06,406856,
2,K07,324642,
2,K08,395073,
2,K09,443158,
2,K10,454258,
2,K11,463385,
2,K12,445559,
2,K13,423135,
2,K14,436162,
2,K15,449249,
2,K16,438248,
2,K17,513641,
2,K18,470354,
2,K19,500206,
2,K20,462200,
2,K21,445123,
2,K22,413702,
2,K23,396322,
2,K24,410712,
2,L01,160856,
2,L02,161252,
2,L03,481552,
2,L04,499300,
2,L05,457580,
2,L06,471656,
2,L07,408831,
2,L08,453003,
2,L09,482044,
2,L10,485692,
2,L11,487223,
2,L12,488934,
2,L13,413114,
2,L14,483382,
2,L15,452222,
2,L16,494933,
2,L17,478282,
2,L18,483649,
2,L19,488294,
2,L20,488760,
2,L21,408897,
2,L22,469724,
2,L23,411045,
2,L24,443058,
2,M01,157793,
2,M02,149849,
2,M03,387125,
2,M04,387246,
2,M05,462941,
2,M06,430788,
2,M07,410833,
2,M08,411552,
2,M09,379699,
2,M10,401286,
2,M11,182754,
2,M12,163930,
2,M13,472181,
2,M14,460193,
2,M15,476504,
2,M16,474487,
2,M17,473883,
2,M18,459506,
2,M19,385883,
2,M20,418802,
2,M21,471400,
2,M22,450398,
2,M23,452054,
2,M24,470524,
2,N01,132173,
2,N02,173053,
2,N03,427424,
2,N04,489294,
2,N05,471151,
2,N06,462002,
2,N07,428201,
2,N08,458155,
2,N09,421267,
2,N10,467464,
2,N11,183398,
2,N12,490736,
2,N13,497246,
2,N14,472851,
2,N15,458426,
2,N16,468284,
2,N17,467482,
2,N18,486874,
2,N19,412685,
2,N20,478093,
2,N21,465772,
2,N22,488766,
2,N23,457357,
2,N24,473886,
2,O01,126413,
2,O02,120778,
2,O03,381578,
2,O04,414037,
2,O05,431944,
2,O06,406856,
2,O07,364111,
2,O08,387870,
2,O09,314594,
2,O10,382020,
2,O11,241208,
2,O12,255373,
2,O13,469642,
2,O14,449161,
2,O15,464670,
2,O16,457218,
2,O17,448025,
2,O18,436184,
2,O19,176421,
2,O20,193352,
2,O21,453203,
2,O22,461531,
2,O23,441812,
2,O24,455365,
2,P01,142215,
2,P02,140677,
2,P03,444374,
2,P04,473580,
2,P05,480966,
2,P06,486036,
2,P07,415287,
2,P08,454338,
2,P09,439257,
2,P10,453382,
2,P11,275322,
2,P12,650209,
2,P13,465906,
2,P14,469119,
2,P15,485495,
2,P16,481568,
2,P17,449040,
2,P18,497806,
2,P19,182675,
2,P20,358321,
2,P21,466681,
2,P22,578918,
2,P23,437090,
2,P24,459505,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
3,A01,490905,
3,A02,485080,
3,A03,499138,
3,A04,433255,
3,A05,493047,
3,A06,467577,
3,A07,486569,
3,A08,477715,
3,A09,374123,
3,A10,396138,
3,A11,493868,
3,A12,514115,
3,A13,484707,
3,A14,479818,
3,A15,493300,
3,A16,474182,
3,A17,506946,
3,A18,482446,
3,A19,439032,
3,A20,422713,
3,A21,351397,
3,A22,349300,
3,A23,119373,
3,A24,139012,
3,B01,467657,
3,B02,476753,
3,B03,453545,
3,B04,455659,
3,B05,453217,
3,B06,431636,
3,B07,450092,
3,B08,447532,
3,B09,377303,
3,B10,443062,
3,B11,501998,
3,B12,483196,
3,B13,460176,
3,B14,431640,
3,B15,506031,
3,B16,494681,
3,B17,480547,
3,B18,462795,
3,B19,412239,
3,B20,470895,
3,B21,343653,
3,B22,448680,
3,B23,143826,
3,B24,162752,
3,C01,477342,
3,C02,490338,
3,C03,483102,
3,C04,454061,
3,C05,175238,
3,C06,184971,
3,C07,440684,
3,C08,403595,
3,C09,438780,
3,C10,434823,
3,C11,437096,
3,C12,417283,
3,C13,154308,
3,C14,160152,
3,C15,245288,
3,C16,228073,
3,C17,440724,
3,C18,474856,
3,C19,118572,
3,C20,125270,
3,C21,111543,
3,C22,99375,
3,C23,100364,
3,C24,165431,
3,D01,459152,
3,D02,467024,
3,D03,466013,
3,D04,461071,
3,D05,159782,
3,D06,458798,
3,D07,405486,
3,D08,453483,
3,D09,441466,
3,D10,471786,
3,D11,444687,
3,D12,501251,
3,D13,208164,
3,D14,495728,
3,D15,232799,
3,D16,471504,
3,D17,468380,
3,D18,458794,
3,D19,114453,
3,D20,419620,
3,D21,112284,
3,D22,453855,
3,D23,158431,
3,D24,177846,
3,E01,459312,
3,E02,442865,
3,E03,390118,
3,E04,416245,
3,E05,410582,
3,E06,430039,
3,E07,321834,
3,E08,296005,
3,E09,317229,
3,E10,322070,
3,E11,394070,
3,E12,418533,
3,E13,480205,
3,E14,446645,
3,E15,462749,
3,E16,490583,
3,E17,450327,
3,E18,390151,
3,E19,210167,
3,E20,218571,
3,E21,438707,
3,E22,447747,
3,E23,137396,
3,E24,156102,
3,F01,489070,
3,F02,448483,
3,F03,328530,
3,F04,398037,
3,F05,444618,
3,F06,425844,
3,F07,295468,
3,F08,414062,
3,F09,341068,
3,F10,477238,
3,F11,380554,
3,F12,471733,
3,F13,482522,
3,F14,470590,
3,F15,475928,
3,F16,465349,
3,F17,415166,
3,F18,484880,
3,F19,224958,
3,F20,301056,
3,F21,449828,
3,F22,475425,
3,F23,183563,
3,F24,184686,
3,G01,474014,
3,G02,426317,
3,G03,437256,
3,G04,417349,
3,G05,462127,
3,G06,458733,
3,G07,242288,
3,G08,219151,
3,G09,422546,
3,G10,407667,
3,G11,407399,
3,G12,421074,
3,G13,482833,
3,G14,495563,
3,G15,404813,
3,G16,393750,
3,G17,476339,
3,G18,466950,
3,G19,423435,
3,G20,460102,
3,G21,459224,
3,G22,452316,
3,G23,161096,
3,G24,159786,
3,H01,453444,
3,H02,470747,
3,H03,445524,
3,H04,476229,
3,H05,472410,
3,H06,417228,
3,H07,227363,
3,H08,426503,
3,H09,413578,
3,H10,464651,
3,H11,442111,
3,H12,494923,
3,H13,479701,
3,H14,461907,
3,H15,429279,
3,H16,473686,
3,H17,496867,
3,H18,477855,
3,H19,462155,
3,H20,450113,
3,H21,454162,
3,H22,479761,
3,H23,182717,
3,H24,179666,
3,I01,173995,
3,I02,152340,
3,I03,448999,
3,I04,441907,
3,I05,347349,
3,I06,287548,
3,I07,344069,
3,I08,355265,
3,I09,296840,
3,I10,312786,
3,I11,449042,
3,I12,438820,
3,I13,447870,
3,I14,445727,
3,I15,458158,
3,I16,452496,
3,I17,373378,
3,I18,357257,
3,I19,147806,
3,I20,190439,
3,I21,408114,
3,I22,401684,
3,I23,425222,
3,I24,455226,
3,J01,149689,
3,J02,159728,
3,J03,437782,
3,J04,472779,
3,J05,345292,
3,J06,440257,
3,J07,365759,
3,J08,426917,
3,J09,316327,
3,J10,413381,
3,J11,445262,
3,J12,419096,
3,J13,448253,
3,J14,493625,
3,J15,406110,
3,J16,468079,
3,J17,347621,
3,J18,475638,
3,J19,197152,
3,J20,458395,
3,J21,429785,
3,J22,456744,
3,J23,466855,
3,J24,497762,
3,K01,124333,
3,K02,135451,
3,K03,443727,
3,K04,437388,
3,K05,440138,
3,K06,416549,
3,K07,397169,
3,K08,376067,
3,K09,391611,
3,K10,407835,
3,K11,465759,
3,K12,458227,
3,K13,361375,
3,K14,400704,
3,K15,465021,
3,K16,465040,
3,K17,507030,
3,K18,484063,
3,K19,446844,
3,K20,440305,
3,K21,397085,
3,K22,394419,
3,K23,433654,
3,K24,444256,
3,L01,140345,
3,L02,162506,
3,L03,427384,
3,L04,383930,
3,L05,445745,
3,L06,456519,
3,L07,425420,
3,L08,470918,
3,L09,430610,
3,L10,448735,
3,L11,479118,
3,L12,488390,
3,L13,362007,
3,L14,493058,
3,L15,445247,
3,L16,476452,
3,L17,488153,
3,L18,494505,
3,L19,449271,
3,L20,461627,
3,L21,413145,
3,L22,468717,
3,L23,437740,
3,L24,472585,
3,M01,153015,
3,M02,136465,
3,M03,512854,
3,M04,407100,
3,M05,360067,
3,M06,384312,
3,M07,363407,
3,M08,353585,
3,M09,420115,
3,M10,411994,
3,M11,135993,
3,M12,144413,
3,M13,477634,
3,M14,471301,
3,M15,471946,
3,M16,485144,
3,M17,461863,
3,M18,489284,
3,M19,431594,
3,M20,452384,
3,M21,454332,
3,M22,434954,
3,M23,445537,
3,M24,474016,
3,N01,152562,
3,N02,135817,
3,N03,403524,
3,N04,469523,
3,N05,380452,
3,N06,443375,
3,N07,371733,
3,N08,447095,
3,N09,438842,
3,N10,403167,
3,N11,133254,
3,N12,457847,
3,N13,467799,
3,N14,479060,
3,N15,480132,
3,N16,479462,
3,N17,477844,
3,N18,450782,
3,N19,449647,
3,N20,477596,
3,N21,458036,
3,N22,474528,
3,N23,485639,
3,N24,471771,
3,O01,120488,
3,O02,127418,
3,O03,420095,
3,O04,415645,
3,O05,388134,
3,O06,339382,
3,O07,358729,
3,O08,366482,
3,O09,395836,
3,O10,421203,
3,O11,314486,
3,O12,333875,
3,O13,428639,
3,O14,443115,
3,O15,457795,
3,O16,459986,
3,O17,469339,
3,O18,451340,
3,O19,225506,
3,O20,231673,
3,O21,438887,
3,O22,446782,
3,O23,456262,
3,O24,484730,
3,P01,139730,
3,P02,117210,
3,P03,395633,
3,P04,423967,
3,P05,367308,
3,P06,436162,
3,P07,355970,
3,P08,444912,
3,P09,432865,
3,P10,427435,
3,P11,317263,
3,P12,447196,
3,P13,456724,
3,P14,460501,
3,P15,449838,
3,P16,449166,
3,P17,426353,
3,P18,449352,
3,P19,223950,
3,P20,378527,
3,P21,481919,
3,P22,489906,
3,P23,465033,
3,P24,483489,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
4,A01,517346,
4,A02,474430,
4,A03,513742,
4,A04,490288,
4,A05,449638,
4,A06,439848,
4,A07,517634,
4,A08,515752,
4,A09,465643,
4,A10,441589,
4,A11,459328,
4,A12,467255,
4,A13,474078,
4,A14,452000,
4,A15,446732,
4,A16,422850,
4,A17,425846,
4,A18,465524,
4,A19,377146,
4,A20,427746,
4,A21,348172,
4,A22,317452,
4,A23,110994,
4,A24,131082,
4,B01,397485,
4,B02,437489,
4,B03,418312,
4,B04,412156,
4,B05,397038,
4,B06,446096,
4,B07,419613,
4,B08,426770,
4,B09,401781,
4,B10,464376,
4,B11,438769,
4,B12,433201,
4,B13,394459,
4,B14,442498,
4,B15,446602,
4,B16,417248,
4,B17,407791,
4,B18,486105,
4,B19,414379,
4,B20,435978,
4,B21,331068,
4,B22,417303,
4,B23,136545,
4,B24,103102,
4,C01,443430,
4,C02,411688,
4,C03,422374,
4,C04,369317,
4,C05,161489,
4,C06,169613,
4,C07,409351,
4,C08,385279,
4,C09,400938,
4,C10,411231,
4,C11,322498,
4,C12,403709,
4,C13,169068,
4,C14,198216,
4,C15,201817,
4,C16,194930,
4,C17,362799,
4,C18,414547,
4,C19,127816,
4,C20,112661,
4,C21,72143,
4,C22,79580,
4,C23,140518,
4,C24,142687,
4,D01,419243,
4,D02,389519,
4,D03,357826,
4,D04,411406,
4,D05,160774,
4,D06,388870,
4,D07,352175,
4,D08,403251,
4,D09,416621,
4,D10,406036,
4,D11,378039,
4,D12,356824,
4,D13,185126,
4,D14,460326,
4,D15,203735,
4,D16,424533,
4,D17,401487,
4,D18,414985,
4,D19,106078,
4,D20,440087,
4,D21,79918,
4,D22,418769,
4,D23,128514,
4,D24,113231,
4,E01,447463,
4,E02,379467,
4,E03,356447,
4,E04,323919,
4,E05,369508,
4,E06,383413,
4,E07,242077,
4,E08,289852,
4,E09,233552,
4,E10,275092,
4,E11,335716,
4,E12,322741,
4,E13,379193,
4,E14,399032,
4,E15,424078,
4,E16,415304,
4,E17,390654,
4,E18,340529,
4,E19,141921,
4,E20,193613,
4,E21,357216,
4,E22,365803,
4,E23,125755,
4,E24,131830,
4,F01,387873,
4,F02,368968,
4,F03,371587,
4,F04,377374,
4,F05,388784,
4,F06,385356,
4,F07,288064,
4,F08,417120,
4,F09,295852,
4,F10,392057,
4,F11,355937,
4,F12,380764,
4,F13,400504,
4,F14,410906,
4,F15,381036,
4,F16,418482,
4,F17,397385,
4,F18,416341,
4,F19,184580,
4,F20,268087,
4,F21,381636,
4,F22,404865,
4,F23,121827,
4,F24,143561,
4,G01,450640,
4,G02,365956,
4,G03,388681,
4,G04,366071,
4,G05,409482,
4,G06,391100,
4,G07,161360,
4,G08,164240,
4,G09,404175,
4,G10,390849,
4,G11,387613,
4,G12,357227,
4,G13,423342,
4,G14,400024,
4,G15,397653,
4,G16,376003,
4,G17,449897,
4,G18,412300,
4,G19,390663,
4,G20,377725,
4,G21,380253,
4,G22,344720,
4,G23,125389,
4,G24,139485,
4,H01,420315,
4,H02,380422,
4,H03,365091,
4,H04,368832,
4,H05,379163,
4,H06,389341,
4,H07,178040,
4,H08,396100,
4,H09,394193,
4,H10,404682,
4,H11,405187,
4,H12,395181,
4,H13,403755,
4,H14,430085,
4,H15,362818,
4,H16,438806,
4,H17,431581,
4,H18,425173,
4,H19,394502,
4,H20,414235,
4,H21,395000,
4,H22,399761,
4,H23,152175,
4,H24,144629,
4,I01,154169,
4,I02,109710,
4,I03,380083,
4,I04,394795,
4,I05,341034,
4,I06,329981,
4,I07,355627,
4,I08,343254,
4,I09,288910,
4,I10,313061,
4,I11,409666,
4,I12,403504,
4,I13,366103,
4,I14,415942,
4,I15,402150,
4,I16,385036,
4,I17,355653,
4,I18,291703,
4,I19,143095,
4,I20,123925,
4,I21,366125,
4,I22,322062,
4,I23,349091,
4,I24,411841,
4,J01,133260,
4,J02,133972,
4,J03,337359,
4,J04,396562,
4,J05,333654,
4,J06,407292,
4,J07,361182,
4,J08,387991,
4,J09,290257,
4,J10,390294,
4,J11,420717,
4,J12,407562,
4,J13,410763,
