plate,well,signal,row,col,drugs,group_code,groups
1,E20,259971,5,20,Ferrostatin-1,2,lib
1,E21,349210,5,21,Barasertib,2,lib
1,E22,396907,5,22,Barasertib,2,lib
1,E23,217846,5,23,STAUR + dmso,10,staur
1,E24,186784,5,24,STAUR + dmso,10,staur
1,F01,417909,6,1,DMSO + dmso,0,bckg
1,F02,385345,6,2,DMSO + dmso,0,bckg
1,F03,363883,6,3,dmso wellmate only/unpinned,1,dmso
1,F04,392382,6,4,dmso wellmate only/unpinned,1,dmso
1,F05,380676,6,5,FRAX597,2,lib
1,F06,359970,6,6,dmso wellmate only/unpinned,1,dmso
1,F07,226001,6,7,Ganetespib,2,lib
1,F08,378815,6,8,dmso wellmate only/unpinned,1,dmso
1,F09,286848,6,9,Afatinib,2,lib
1,F10,329135,6,10,dmso wellmate only/unpinned,1,dmso
1,F11,340841,6,11,Volasertib,2,lib
1,F12,393361,6,12,dmso wellmate only/unpinned,1,dmso
1,F13,350874,6,13,PF-573228,2,lib
1,F14,386081,6,14,dmso wellmate only/unpinned,1,dmso
1,F15,378414,6,15,ART558,2,lib
1,F16,358875,6,16,dmso wellmate only/unpinned,1,dmso
1,F17,356167,6,17,Mirin,2,lib
1,F18,343269,6,18,dmso wellmate only/unpinned,1,dmso
1,F19,243302,6,19,Ferrostatin-1,2,lib
1,F20,270854,6,20,dmso wellmate only/unpinned,1,dmso
1,F21,343022,6,21,Barasertib,2,lib
1,F22,348956,6,22,dmso wellmate only/unpinned,1,dmso
1,F23,191011,6,23,STAUR + dmso,10,staur
1,F24,186641,6,24,STAUR + dmso,10,staur
1,G01,418572,7,1,DMSO + dmso,0,bckg
1,G02,356859,7,2,DMSO + dmso,0,bckg
1,G03,367663,7,3,dmso wellmate only/unpinned,1,dmso
1,G04,339564,7,4,dmso wellmate only/unpinned,1,dmso
1,G05,340463,7,5,Infigratinib,2,lib
1,G06,385016,7,6,Infigratinib,2,lib
1,G07,259316,7,7,Prexasertib,2,lib
1,G08,268943,7,8,Prexasertib,2,lib
1,G09,337407,7,9,Silmitasertib,2,lib
1,G10,326499,7,10,Silmitasertib,2,lib
1,G11,363771,7,11,Olaparib,2,lib
1,G12,350326,7,12,Olaparib,2,lib
1,G13,350896,7,13,T0070907,2,lib
1,G14,322657,7,14,T0070907,2,lib
1,G15,364316,7,15,Dabrafenib,2,lib
1,G16,328634,7,16,Dabrafenib,2,lib
1,G17,337127,7,17,Selumetinib,2,lib
1,G18,352835,7,18,Selumetinib,2,lib
1,G19,395055,7,19,Y-27632,2,lib
1,G20,394148,7,20,Y-27632,2,lib
1,G21,373762,7,21,IWR-1,2,lib
1,G22,412075,7,22,IWR-1,2,lib
1,G23,208744,7,23,STAUR + dmso,10,staur
1,G24,194393,7,24,STAUR + dmso,10,staur
1,H01,431172,8,1,DMSO + dmso,0,bckg
1,H02,358529,8,2,DMSO + dmso,0,bckg
1,H03,357099,8,3,dmso wellmate only/unpinned,1,dmso
1,H04,407166,8,4,dmso wellmate only/unpinned,1,dmso
1,H05,376080,8,5,Infigratinib,2,lib
1,H06,376419,8,6,dmso wellmate only/unpinned,1,dmso
1,H07,301423,8,7,Prexasertib,2,lib
1,H08,311414,8,8,dmso wellmate only/unpinned,1,dmso
1,H09,375131,8,9,Silmitasertib,2,lib
1,H10,363631,8,10,dmso wellmate only/unpinned,1,dmso
1,H11,390055,8,11,Olaparib,2,lib
1,H12,351286,8,12,dmso wellmate only/unpinned,1,dmso
1,H13,341945,8,13,T0070907,2,lib
1,H14,367743,8,14,dmso wellmate only/unpinned,1,dmso
1,H15,379254,8,15,Dabrafenib,2,lib
1,H16,353108,8,16,dmso wellmate only/unpinned,1,dmso
1,H17,354735,8,17,Selumetinib,2,lib
1,H18,346456,8,18,dmso wellmate only/unpinned,1,dmso
1,H19,364102,8,19,Y-27632,2,lib
1,H20,342967,8,20,dmso wellmate only/unpinned,1,dmso
1,H21,368131,8,21,IWR-1,2,lib
1,H22,351288,8,22,dmso wellmate only/unpinned,1,dmso
1,H23,194880,8,23,STAUR + dmso,10,staur
1,H24,175333,8,24,STAUR + dmso,10,staur
1,I01,183585,9,1,STAUR + dmso,10,staur
1,I02,160472,9,2,STAUR + dmso,10,staur
1,I03,360087,9,3,dmso wellmate only/unpinned,1,dmso
1,I04,360519,9,4,dmso wellmate only/unpinned,1,dmso
1,I05,355085,9,5,Apoptozole,2,lib
1,I06,360037,9,6,Apoptozole,2,lib
1,I07,344051,9,7,Gefitinib,2,lib
1,I08,327842,9,8,Gefitinib,2,lib
1,I09,273003,9,9,Paclitaxel,2,lib
1,I10,260422,9,10,Paclitaxel,2,lib
1,I11,326178,9,11,SGI-1027,2,lib
1,I12,320389,9,12,SGI-1027,2,lib
1,I13,312749,9,13,PFK-015,2,lib
1,I14,337461,9,14,PFK-015,2,lib
1,I15,320099,9,15,Nedisertib,2,lib
1,I16,344691,9,16,Nedisertib,2,lib
1,I17,327720,9,17,Lapatinib,2,lib
1,I18,345958,9,18,Lapatinib,2,lib
1,I19,101294,9,19,Dinaciclib,2,lib
1,I20,116138,9,20,Dinaciclib,2,lib
1,I21,348718,9,21,TAK-580,2,lib
1,I22,385000,9,22,TAK-580,2,lib
1,I23,401937,9,23,DMSO + dmso,0,bckg
1,I24,452936,9,24,DMSO + dmso,0,bckg
1,J01,189909,10,1,STAUR + dmso,10,staur
1,J02,146560,10,2,STAUR + dmso,10,staur
1,J03,409793,10,3,dmso wellmate only/unpinned,1,dmso
1,J04,365008,10,4,dmso wellmate only/unpinned,1,dmso
1,J05,381201,10,5,Apoptozole,2,lib
1,J06,374118,10,6,dmso wellmate only/unpinned,1,dmso
1,J07,363897,10,7,Gefitinib,2,lib
1,J08,349887,10,8,dmso wellmate only/unpinned,1,dmso
1,J09,252007,10,9,Paclitaxel,2,lib
1,J10,360256,10,10,dmso wellmate only/unpinned,1,dmso
1,J11,368064,10,11,SGI-1027,2,lib
1,J12,353631,10,12,dmso wellmate only/unpinned,1,dmso
1,J13,360987,10,13,PFK-015,2,lib
1,J14,370888,10,14,dmso wellmate only/unpinned,1,dmso
1,J15,373968,10,15,Nedisertib,2,lib
1,J16,382925,10,16,dmso wellmate only/unpinned,1,dmso
1,J17,354776,10,17,Lapatinib,2,lib
1,J18,409269,10,18,dmso wellmate only/unpinned,1,dmso
1,J19,109484,10,19,Dinaciclib,2,lib
1,J20,351496,10,20,dmso wellmate only/unpinned,1,dmso
1,J21,345141,10,21,TAK-580,2,lib
1,J22,378910,10,22,dmso wellmate only/unpinned,1,dmso
1,J23,385059,10,23,DMSO + dmso,0,bckg
1,J24,378634,10,24,DMSO + dmso,0,bckg
1,K01,184457,11,1,STAUR + dmso,10,staur
1,K02,154853,11,2,STAUR + dmso,10,staur
1,K03,370571,11,3,KU-55933,2,lib
1,K04,348307,11,4,KU-55933,2,lib
1,K05,340987,11,5,GSK2606414,2,lib
1,K06,366683,11,6,GSK2606414,2,lib
1,K07,312762,11,7,Tipifarnib,2,lib
1,K08,334300,11,8,Tipifarnib,2,lib
1,K09,326323,11,9,Axitinib,2,lib
1,K10,323030,11,10,Axitinib,2,lib
1,K11,341171,11,11,Laduviglusib,2,lib
1,K12,312416,11,12,Laduviglusib,2,lib
1,K13,327256,11,13,Berzosertib,2,lib
1,K14,319503,11,14,Berzosertib,2,lib
1,K15,316923,11,15,Ceritinib,2,lib
1,K16,349636,11,16,Ceritinib,2,lib
1,K17,340844,11,17,Navitoclax,2,lib
1,K18,345105,11,18,Navitoclax,2,lib
1,K19,363683,11,19,Ro-3306,2,lib
1,K20,346359,11,20,Ro-3306,2,lib
1,K21,312911,11,21,Empesertib,2,lib
1,K22,328986,11,22,Empesertib,2,lib
1,K23,417703,11,23,DMSO + dmso,0,bckg
1,K24,395522,11,24,DMSO + dmso,0,bckg
1,L01,194750,12,1,STAUR + dmso,10,staur
1,L02,214859,12,2,STAUR + dmso,10,staur
1,L03,387398,12,3,KU-55933,2,lib
1,L04,370619,12,4,dmso wellmate only/unpinned,1,dmso
1,L05,392416,12,5,GSK2606414,2,lib
1,L06,376245,12,6,dmso wellmate only/unpinned,1,dmso
1,L07,354260,12,7,Tipifarnib,2,lib
1,L08,419788,12,8,dmso wellmate only/unpinned,1,dmso
1,L09,367931,12,9,Axitinib,2,lib
1,L10,346371,12,10,dmso wellmate only/unpinned,1,dmso
1,L11,356599,12,11,Laduviglusib,2,lib
1,L12,370996,12,12,dmso wellmate only/unpinned,1,dmso
1,L13,385538,12,13,Berzosertib,2,lib
1,L14,355539,12,14,dmso wellmate only/unpinned,1,dmso
1,L15,348535,12,15,Ceritinib,2,lib
1,L16,333222,12,16,dmso wellmate only/unpinned,1,dmso
1,L17,359240,12,17,Navitoclax,2,lib
1,L18,358903,12,18,dmso wellmate only/unpinned,1,dmso
1,L19,358183,12,19,Ro-3306,2,lib
1,L20,360297,12,20,dmso wellmate only/unpinned,1,dmso
1,L21,340819,12,21,Empesertib,2,lib
1,L22,353067,12,22,dmso wellmate only/unpinned,1,dmso
1,L23,384050,12,23,DMSO + dmso,0,bckg
1,L24,398125,12,24,DMSO + dmso,0,bckg
1,M01,151992,13,1,STAUR + dmso,10,staur
1,M02,143049,13,2,STAUR + dmso,10,staur
1,M03,336584,13,3,SGX-523,2,lib
1,M04,378822,13,4,SGX-523,2,lib
1,M05,362489,13,5,Alisertib,2,lib
1,M06,335683,13,6,Alisertib,2,lib
1,M07,297964,13,7,Onvansertib,2,lib
1,M08,343883,13,8,Onvansertib,2,lib
1,M09,313988,13,9,AZD1390,2,lib
1,M10,336973,13,10,AZD1390,2,lib
1,M11,206044,13,11,Camptothecin,2,lib
1,M12,201725,13,12,Camptothecin,2,lib
1,M13,362560,13,13,Tomivosertib,2,lib
1,M14,325855,13,14,Tomivosertib,2,lib
1,M15,368767,13,15,FRAX1036,2,lib
1,M16,367536,13,16,FRAX1036,2,lib
1,M17,341809,13,17,Trametinib,2,lib
1,M18,310079,13,18,Trametinib,2,lib
1,M19,369760,13,19,Lonafarnib,2,lib
1,M20,356845,13,20,Lonafarnib,2,lib
1,M21,388651,13,21,Niclosamide,2,lib
1,M22,379221,13,22,Niclosamide,2,lib
1,M23,383807,13,23,DMSO + dmso,0,bckg
1,M24,415832,13,24,DMSO + dmso,0,bckg
1,N01,196386,14,1,STAUR + dmso,10,staur
1,N02,218834,14,2,STAUR + dmso,10,staur
1,N03,386090,14,3,SGX-523,2,lib
1,N04,419462,14,4,dmso wellmate only/unpinned,1,dmso
1,N05,426304,14,5,Alisertib,2,lib
1,N06,405258,14,6,dmso wellmate only/unpinned,1,dmso
1,N07,389106,14,7,Onvansertib,2,lib
1,N08,389591,14,8,dmso wellmate only/unpinned,1,dmso
1,N09,424101,14,9,AZD1390,2,lib
1,N10,369019,14,10,dmso wellmate only/unpinned,1,dmso
1,N11,223828,14,11,Camptothecin,2,lib
1,N12,377875,14,12,dmso wellmate only/unpinned,1,dmso
1,N13,405119,14,13,Tomivosertib,2,lib
1,N14,367749,14,14,dmso wellmate only/unpinned,1,dmso
1,N15,398602,14,15,FRAX1036,2,lib
1,N16,375771,14,16,dmso wellmate only/unpinned,1,dmso
1,N17,343021,14,17,Trametinib,2,lib
1,N18,380911,14,18,dmso wellmate only/unpinned,1,dmso
1,N19,337108,14,19,Lonafarnib,2,lib
1,N20,377794,14,20,dmso wellmate only/unpinned,1,dmso
1,N21,363359,14,21,Niclosamide,2,lib
1,N22,377105,14,22,dmso wellmate only/unpinned,1,dmso
1,N23,398777,14,23,DMSO + dmso,0,bckg
1,N24,376219,14,24,DMSO + dmso,0,bckg
1,O01,201489,15,1,STAUR + dmso,10,staur
1,O02,191541,15,2,STAUR + dmso,10,staur
1,O03,374588,15,3,BML-277,2,lib
1,O04,378297,15,4,BML-277,2,lib
1,O05,411662,15,5,Ceralasertib,2,lib
1,O06,399797,15,6,Ceralasertib,2,lib
1,O07,369331,15,7,ZN-c3,2,lib
1,O08,346083,15,8,ZN-c3,2,lib
1,O09,314399,15,9,(+)-JQ-1,2,lib
1,O10,306782,15,10,(+)-JQ-1,2,lib
1,O11,362643,15,11,Adavosertib,2,lib
1,O12,367379,15,12,Adavosertib,2,lib
1,O13,470746,15,13,Adapalene,2,lib
1,O14,353218,15,14,Adapalene,2,lib
1,O15,368039,15,15,LB-100,2,lib
1,O16,353476,15,16,LB-100,2,lib
1,O17,361929,15,17,Palbociclib (monohydrochloride),2,lib
1,O18,372576,15,18,Palbociclib (monohydrochloride),2,lib
1,O19,286260,15,19,Copanlisib (dihydrochloride),2,lib
1,O20,286059,15,20,Copanlisib (dihydrochloride),2,lib
1,O21,385762,15,21,Oxaliplatin,2,lib
1,O22,400404,15,22,Oxaliplatin,2,lib
1,O23,398693,15,23,DMSO + dmso,0,bckg
1,O24,387551,15,24,DMSO + dmso,0,bckg
1,P01,192210,16,1,STAUR + dmso,10,staur
1,P02,178960,16,2,STAUR + dmso,10,staur
1,P03,400658,16,3,BML-277,2,lib
1,P04,427487,16,4,dmso wellmate only/unpinned,1,dmso
1,P05,415064,16,5,Ceralasertib,2,lib
1,P06,410970,16,6,dmso wellmate only/unpinned,1,dmso
1,P07,399210,16,7,ZN-c3,2,lib
1,P08,392811,16,8,dmso wellmate only/unpinned,1,dmso
1,P09,373277,16,9,(+)-JQ-1,2,lib
1,P10,387360,16,10,dmso wellmate only/unpinned,1,dmso
1,P11,389924,16,11,Adavosertib,2,lib
1,P12,396889,16,12,dmso wellmate only/unpinned,1,dmso
1,P13,367553,16,13,Adapalene,2,lib
1,P14,399067,16,14,dmso wellmate only/unpinned,1,dmso
1,P15,388365,16,15,LB-100,2,lib
1,P16,396766,16,16,dmso wellmate only/unpinned,1,dmso
1,P17,420008,16,17,Palbociclib (monohydrochloride),2,lib
1,P18,402733,16,18,dmso wellmate only/unpinned,1,dmso
1,P19,255620,16,19,Copanlisib (dihydrochloride),2,lib
1,P20,348018,16,20,dmso wellmate only/unpinned,1,dmso
1,P21,357918,16,21,Oxaliplatin,2,lib
1,P22,352939,16,22,dmso wellmate only/unpinned,1,dmso
1,P23,362821,16,23,DMSO + dmso,0,bckg
1,P24,388405,16,24,DMSO + dmso,0,bckg
2,A01,391283,1,1,DMSO + dmso,0,bckg
2,A02,395893,1,2,DMSO + dmso,0,bckg
2,A03,389359,1,3,dmso wellmate only/unpinned,1,dmso
2,A04,413608,1,4,dmso wellmate only/unpinned,1,dmso
2,A05,381023,1,5,Hydroxyurea,2,lib
2,A06,329123,1,6,Hydroxyurea,2,lib
2,A07,326773,1,7,Tazemetostat,2,lib
2,A08,322120,1,8,Tazemetostat,2,lib
2,A09,323821,1,9,Pemetrexed,2,lib
2,A10,315670,1,10,Pemetrexed,2,lib
2,A11,329413,1,11,Raloxifene (hydrochloride),2,lib
2,A12,282908,1,12,Raloxifene (hydrochloride),2,lib
2,A13,349863,1,13,Mifepristone,2,lib
2,A14,283905,1,14,Mifepristone,2,lib
2,A15,349337,1,15,Fulvestrant,2,lib
2,A16,341380,1,16,Fulvestrant,2,lib
2,A17,332994,1,17,Enzalutamide,2,lib
2,A18,367747,1,18,Enzalutamide,2,lib
2,A19,312454,1,19,Rucaparib,2,lib
2,A20,313550,1,20,Rucaparib,2,lib
2,A21,296169,1,21,5-Fluorouracil,2,lib
2,A22,289247,1,22,5-Fluorouracil,2,lib
2,A23,165326,1,23,STAUR + dmso,10,staur
2,A24,141769,1,24,STAUR + dmso,10,staur
2,B01,402602,2,1,DMSO + dmso,0,bckg
2,B02,365681,2,2,DMSO + dmso,0,bckg
2,B03,371729,2,3,dmso wellmate only/unpinned,1,dmso
2,B04,369259,2,4,dmso wellmate only/unpinned,1,dmso
2,B05,341802,2,5,Hydroxyurea,2,lib
2,B06,295992,2,6,dmso wellmate only/unpinned,1,dmso
2,B07,329482,2,7,Tazemetostat,2,lib
2,B08,324606,2,8,dmso wellmate only/unpinned,1,dmso
2,B09,298655,2,9,Pemetrexed,2,lib
2,B10,313381,2,10,dmso wellmate only/unpinned,1,dmso
2,B11,332907,2,11,Raloxifene (hydrochloride),2,lib
2,B12,317697,2,12,dmso wellmate only/unpinned,1,dmso
2,B13,320952,2,13,Mifepristone,2,lib
2,B14,327497,2,14,dmso wellmate only/unpinned,1,dmso
2,B15,331406,2,15,Fulvestrant,2,lib
2,B16,364740,2,16,dmso wellmate only/unpinned,1,dmso
2,B17,320937,2,17,Enzalutamide,2,lib
2,B18,345922,2,18,dmso wellmate only/unpinned,1,dmso
2,B19,292876,2,19,Rucaparib,2,lib
2,B20,301282,2,20,dmso wellmate only/unpinned,1,dmso
2,B21,267384,2,21,5-Fluorouracil,2,lib
2,B22,337491,2,22,dmso wellmate only/unpinned,1,dmso
2,B23,143298,2,23,STAUR + dmso,10,staur
2,B24,139040,2,24,STAUR + dmso,10,staur
2,C01,382317,3,1,DMSO + dmso,0,bckg
2,C02,352677,3,2,DMSO + dmso,0,bckg
2,C03,356000,3,3,dmso wellmate only/unpinned,1,dmso
2,C04,314962,3,4,dmso wellmate only/unpinned,1,dmso
2,C05,151000,3,5,Gemcitabine,2,lib
2,C06,188823,3,6,Gemcitabine,2,lib
2,C07,272493,3,7,Erlotinib,2,lib
2,C08,263211,3,8,Erlotinib,2,lib
2,C09,275529,3,9,Saracatinib,2,lib
2,C10,300502,3,10,Saracatinib,2,lib
2,C11,245387,3,11,Ipatasertib,2,lib
2,C12,230006,3,12,Ipatasertib,2,lib
2,C13,107008,3,13,Vorinostat,2,lib
2,C14,102891,3,14,Vorinostat,2,lib
2,C15,179870,3,15,Buparlisib,2,lib
2,C16,160437,3,16,Buparlisib,2,lib
2,C17,306908,3,17,Everolimus,2,lib
2,C18,317732,3,18,Everolimus,2,lib
2,C19,118390,3,19,Topotecan (Hydrochloride),2,lib
2,C20,95959,3,20,Topotecan (Hydrochloride),2,lib
2,C21,43559,3,21,Bortezomib,2,lib
2,C22,44117,3,22,Bortezomib,2,lib
2,C23,134011,3,23,STAUR + dmso,10,staur
2,C24,136917,3,24,STAUR + dmso,10,staur
2,D01,375438,4,1,DMSO + dmso,0,bckg
2,D02,307291,4,2,DMSO + dmso,0,bckg
2,D03,307755,4,3,dmso wellmate only/unpinned,1,dmso
2,D04,304769,4,4,dmso wellmate only/unpinned,1,dmso
2,D05,177210,4,5,Gemcitabine,2,lib
2,D06,277030,4,6,dmso wellmate only/unpinned,1,dmso
2,D07,245367,4,7,Erlotinib,2,lib
2,D08,315703,4,8,dmso wellmate only/unpinned,1,dmso
2,D09,269036,4,9,Saracatinib,2,lib
2,D10,306543,4,10,dmso wellmate only/unpinned,1,dmso
2,D11,263958,4,11,Ipatasertib,2,lib
2,D12,311463,4,12,dmso wellmate only/unpinned,1,dmso
2,D13,131146,4,13,Vorinostat,2,lib
2,D14,321248,4,14,dmso wellmate only/unpinned,1,dmso
2,D15,156339,4,15,Buparlisib,2,lib
2,D16,316583,4,16,dmso wellmate only/unpinned,1,dmso
2,D17,303750,4,17,Everolimus,2,lib
2,D18,281725,4,18,dmso wellmate only/unpinned,1,dmso
2,D19,102825,4,19,Topotecan (Hydrochloride),2,lib
2,D20,277552,4,20,dmso wellmate only/unpinned,1,dmso
2,D21,45721,4,21,Bortezomib,2,lib
2,D22,356222,4,22,dmso wellmate only/unpinned,1,dmso
2,D23,119402,4,23,STAUR + dmso,10,staur
2,D24,129007,4,24,STAUR + dmso,10,staur
2,E01,380232,5,1,DMSO + dmso,0,bckg
2,E02,400068,5,2,DMSO + dmso,0,bckg
2,E03,352161,5,3,dmso wellmate only/unpinned,1,dmso
2,E04,329538,5,4,dmso wellmate only/unpinned,1,dmso
2,E05,341762,5,5,FRAX597,2,lib
2,E06,342095,5,6,FRAX597,2,lib
2,E07,201306,5,7,Ganetespib,2,lib
2,E08,206546,5,8,Ganetespib,2,lib
2,E09,254042,5,9,Afatinib,2,lib
2,E10,256256,5,10,Afatinib,2,lib
2,E11,289221,5,11,Volasertib,2,lib
2,E12,288955,5,12,Volasertib,2,lib
2,E13,295003,5,13,PF-573228,2,lib
2,E14,291621,5,14,PF-573228,2,lib
2,E15,314923,5,15,ART558,2,lib
2,E16,337193,5,16,ART558,2,lib
2,E17,304584,5,17,Mirin,2,lib
2,E18,292072,5,18,Mirin,2,lib
2,E19,190606,5,19,Ferrostatin-1,2,lib
2,E20,248309,5,20,Ferrostatin-1,2,lib
2,E21,274670,5,21,Barasertib,2,lib
2,E22,328402,5,22,Barasertib,2,lib
2,E23,148989,5,23,STAUR + dmso,10,staur
2,E24,155375,5,24,STAUR + dmso,10,staur
2,F01,330079,6,1,DMSO + dmso,0,bckg
2,F02,303573,6,2,DMSO + dmso,0,bckg
2,F03,329650,6,3,dmso wellmate only/unpinned,1,dmso
2,F04,362341,6,4,dmso wellmate only/unpinned,1,dmso
2,F05,335854,6,5,FRAX597,2,lib
2,F06,329917,6,6,dmso wellmate only/unpinned,1,dmso
2,F07,201506,6,7,Ganetespib,2,lib
2,F08,335328,6,8,dmso wellmate only/unpinned,1,dmso
2,F09,243971,6,9,Afatinib,2,lib
2,F10,310235,6,10,dmso wellmate only/unpinned,1,dmso
2,F11,289588,6,11,Volasertib,2,lib
2,F12,308948,6,12,dmso wellmate only/unpinned,1,dmso
2,F13,320144,6,13,PF-573228,2,lib
2,F14,323202,6,14,dmso wellmate only/unpinned,1,dmso
2,F15,325198,6,15,ART558,2,lib
2,F16,329048,6,16,dmso wellmate only/unpinned,1,dmso
2,F17,324169,6,17,Mirin,2,lib
2,F18,323375,6,18,dmso wellmate only/unpinned,1,dmso
