plate,well,signal,row,col,drugs,group_code,groups
1,C12,303596.96875,3,12,Ipatasertib,2,lib
1,C13,317110.46875,3,13,Vorinostat,2,lib
1,C14,335038,3,14,Vorinostat,2,lib
1,C15,326802.59375,3,15,Buparlisib,2,lib
1,C16,304761.78125,3,16,Buparlisib,2,lib
1,C17,351213.90625,3,17,Everolimus,2,lib
1,C18,382012.65625,3,18,Everolimus,2,lib
1,C19,257752.0625,3,19,Topotecan (Hydrochloride),2,lib
1,C20,264700.03125,3,20,Topotecan (Hydrochloride),2,lib
1,C21,221208.09375,3,21,Bortezomib,2,lib
1,C22,226938.703125,3,22,Bortezomib,2,lib
1,C23,242303.0625,3,23,STAUR + dmso,10,staur
1,C24,237258.484375,3,24,STAUR + dmso,10,staur
1,D01,647036.75,4,1,DMSO + dmso,0,bckg
1,D02,697453.3125,4,2,DMSO + dmso,0,bckg
1,D03,673856.5,4,3,dmso wellmate only/unpinned,1,dmso
1,D04,736966.1875,4,4,dmso wellmate only/unpinned,1,dmso
1,D05,362929.125,4,5,Gemcitabine,2,lib
1,D06,703286.0625,4,6,dmso wellmate only/unpinned,1,dmso
1,D07,492199.25,4,7,Erlotinib,2,lib
1,D08,706981.9375,4,8,dmso wellmate only/unpinned,1,dmso
1,D09,662622.9375,4,9,Saracatinib,2,lib
1,D10,634839.875,4,10,dmso wellmate only/unpinned,1,dmso
1,D11,627903.5625,4,11,Ipatasertib,2,lib
1,D12,689022.3125,4,12,dmso wellmate only/unpinned,1,dmso
1,D13,639099.125,4,13,Vorinostat,2,lib
1,D14,660255.375,4,14,dmso wellmate only/unpinned,1,dmso
1,D15,676145.25,4,15,Buparlisib,2,lib
1,D16,673520.75,4,16,dmso wellmate only/unpinned,1,dmso
1,D17,630793.6875,4,17,Everolimus,2,lib
1,D18,505450.03125,4,18,dmso wellmate only/unpinned,1,dmso
1,D19,336392.5625,4,19,Topotecan (Hydrochloride),2,lib
1,D20,605921.125,4,20,dmso wellmate only/unpinned,1,dmso
1,D21,322394.4375,4,21,Bortezomib,2,lib
1,D22,602447.125,4,22,dmso wellmate only/unpinned,1,dmso
1,D23,256260.296875,4,23,STAUR + dmso,10,staur
1,D24,258537.359375,4,24,STAUR + dmso,10,staur
1,E01,532418.625,5,1,DMSO + dmso,0,bckg
1,E02,537574.125,5,2,DMSO + dmso,0,bckg
1,E03,599335.125,5,3,dmso wellmate only/unpinned,1,dmso
1,E04,596789.5,5,4,dmso wellmate only/unpinned,1,dmso
1,E05,530634.9375,5,5,FRAX597,2,lib
1,E06,483890.875,5,6,FRAX597,2,lib
1,E07,262936.78125,5,7,Ganetespib,2,lib
1,E08,263325.03125,5,8,Ganetespib,2,lib
1,E09,371544,5,9,Afatinib,2,lib
1,E10,383343.875,5,10,Afatinib,2,lib
1,E11,432052.625,5,11,Volasertib,2,lib
1,E12,418401.90625,5,12,Volasertib,2,lib
1,E13,425452.0625,5,13,PF-573228,2,lib
1,E14,508529.90625,5,14,PF-573228,2,lib
1,E15,528649.8125,5,15,ART558,2,lib
1,E16,476855.34375,5,16,ART558,2,lib
1,E17,460626.875,5,17,Mirin,2,lib
1,E18,503441.53125,5,18,Mirin,2,lib
1,E19,311698.0625,5,19,Ferrostatin-1,2,lib
1,E20,328822.78125,5,20,Ferrostatin-1,2,lib
1,E21,534053.4375,5,21,Barasertib,2,lib
1,E22,548679.25,5,22,Barasertib,2,lib
1,E23,292897.6875,5,23,STAUR + dmso,10,staur
1,E24,254240.140625,5,24,STAUR + dmso,10,staur
1,F01,608423,6,1,DMSO + dmso,0,bckg
1,F02,618906.25,6,2,DMSO + dmso,0,bckg
1,F03,653167.3125,6,3,dmso wellmate only/unpinned,1,dmso
1,F04,765333.1875,6,4,dmso wellmate only/unpinned,1,dmso
1,F05,792824.375,6,5,FRAX597,2,lib
1,F06,671497.6875,6,6,dmso wellmate only/unpinned,1,dmso
1,F07,358824.5625,6,7,Ganetespib,2,lib
1,F08,735807.25,6,8,dmso wellmate only/unpinned,1,dmso
1,F09,506909.6875,6,9,Afatinib,2,lib
1,F10,588939.5,6,10,dmso wellmate only/unpinned,1,dmso
1,F11,598526.5,6,11,Volasertib,2,lib
1,F12,820181.25,6,12,dmso wellmate only/unpinned,1,dmso
1,F13,713401.5,6,13,PF-573228,2,lib
1,F14,774345.125,6,14,dmso wellmate only/unpinned,1,dmso
1,F15,708689.75,6,15,ART558,2,lib
1,F16,603790,6,16,dmso wellmate only/unpinned,1,dmso
1,F17,676965.5625,6,17,Mirin,2,lib
1,F18,647410.4375,6,18,dmso wellmate only/unpinned,1,dmso
1,F19,301728.625,6,19,Ferrostatin-1,2,lib
1,F20,411109.46875,6,20,dmso wellmate only/unpinned,1,dmso
1,F21,541526.875,6,21,Barasertib,2,lib
1,F22,643267.9375,6,22,dmso wellmate only/unpinned,1,dmso
1,F23,270527,6,23,STAUR + dmso,10,staur
1,F24,256917.140625,6,24,STAUR + dmso,10,staur
1,G01,436291.46875,7,1,DMSO + dmso,0,bckg
1,G02,401566.21875,7,2,DMSO + dmso,0,bckg
1,G03,493536.3125,7,3,dmso wellmate only/unpinned,1,dmso
1,G04,495244.09375,7,4,dmso wellmate only/unpinned,1,dmso
1,G05,581825.125,7,5,Infigratinib,2,lib
1,G06,557110.1875,7,6,Infigratinib,2,lib
1,G07,378293.46875,7,7,Prexasertib,2,lib
1,G08,401242.1875,7,8,Prexasertib,2,lib
1,G09,457672.53125,7,9,Silmitasertib,2,lib
1,G10,488056.75,7,10,Silmitasertib,2,lib
1,G11,510138.4375,7,11,Olaparib,2,lib
1,G12,453106.71875,7,12,Olaparib,2,lib
1,G13,552608.625,7,13,T0070907,2,lib
1,G14,433877.1875,7,14,T0070907,2,lib
1,G15,484778.34375,7,15,Dabrafenib,2,lib
1,G16,425454.96875,7,16,Dabrafenib,2,lib
1,G17,389115.34375,7,17,Selumetinib,2,lib
1,G18,386625.1875,7,18,Selumetinib,2,lib
1,G19,508719.65625,7,19,Y-27632,2,lib
1,G20,670061.375,7,20,Y-27632,2,lib
1,G21,597945.5625,7,21,IWR-1,2,lib
1,G22,670186.875,7,22,IWR-1,2,lib
1,G23,247797.203125,7,23,STAUR + dmso,10,staur
1,G24,256975.53125,7,24,STAUR + dmso,10,staur
1,H01,598599.5,8,1,DMSO + dmso,0,bckg
1,H02,552056.875,8,2,DMSO + dmso,0,bckg
1,H03,579650.25,8,3,dmso wellmate only/unpinned,1,dmso
1,H04,780113.6875,8,4,dmso wellmate only/unpinned,1,dmso
1,H05,736102.125,8,5,Infigratinib,2,lib
1,H06,738732.375,8,6,dmso wellmate only/unpinned,1,dmso
1,H07,532056.625,8,7,Prexasertib,2,lib
1,H08,570066.125,8,8,dmso wellmate only/unpinned,1,dmso
1,H09,790564.8125,8,9,Silmitasertib,2,lib
1,H10,756706.625,8,10,dmso wellmate only/unpinned,1,dmso
1,H11,859460.625,8,11,Olaparib,2,lib
1,H12,661064.0625,8,12,dmso wellmate only/unpinned,1,dmso
1,H13,686324.875,8,13,T0070907,2,lib
1,H14,736145.875,8,14,dmso wellmate only/unpinned,1,dmso
1,H15,681090.5625,8,15,Dabrafenib,2,lib
1,H16,564434.75,8,16,dmso wellmate only/unpinned,1,dmso
1,H17,499506.28125,8,17,Selumetinib,2,lib
1,H18,579276.5625,8,18,dmso wellmate only/unpinned,1,dmso
1,H19,685939.5,8,19,Y-27632,2,lib
1,H20,678746.3125,8,20,dmso wellmate only/unpinned,1,dmso
1,H21,642292.875,8,21,IWR-1,2,lib
1,H22,590060.5,8,22,dmso wellmate only/unpinned,1,dmso
1,H23,271668.4375,8,23,STAUR + dmso,10,staur
1,H24,268950.5625,8,24,STAUR + dmso,10,staur
1,I01,226451.1875,9,1,STAUR + dmso,10,staur
1,I02,267271.9375,9,2,STAUR + dmso,10,staur
1,I03,455442.15625,9,3,dmso wellmate only/unpinned,1,dmso
1,I04,527117.1875,9,4,dmso wellmate only/unpinned,1,dmso
1,I05,487020.375,9,5,Apoptozole,2,lib
1,I06,581623.6875,9,6,Apoptozole,2,lib
1,I07,502767.15625,9,7,Gefitinib,2,lib
1,I08,429609.15625,9,8,Gefitinib,2,lib
1,I09,354410.5625,9,9,Paclitaxel,2,lib
1,I10,387337.5,9,10,Paclitaxel,2,lib
1,I11,448923.34375,9,11,SGI-1027,2,lib
1,I12,458265.15625,9,12,SGI-1027,2,lib
1,I13,381028.84375,9,13,PFK-015,2,lib
1,I14,507169.5,9,14,PFK-015,2,lib
1,I15,454706.5,9,15,Nedisertib,2,lib
1,I16,429629.59375,9,16,Nedisertib,2,lib
1,I17,374837,9,17,Lapatinib,2,lib
1,I18,434986.53125,9,18,Lapatinib,2,lib
1,I19,288950.78125,9,19,Dinaciclib,2,lib
1,I20,313621.90625,9,20,Dinaciclib,2,lib
1,I21,559725.875,9,21,TAK-580,2,lib
1,I22,544329.4375,9,22,TAK-580,2,lib
1,I23,565704.6875,9,23,DMSO + dmso,0,bckg
1,I24,623110.0625,9,24,DMSO + dmso,0,bckg
1,J01,288918.65625,10,1,STAUR + dmso,10,staur
1,J02,259716.765625,10,2,STAUR + dmso,10,staur
1,J03,684167.5,10,3,dmso wellmate only/unpinned,1,dmso
1,J04,625492.1875,10,4,dmso wellmate only/unpinned,1,dmso
1,J05,792643.375,10,5,Apoptozole,2,lib
1,J06,797124.5,10,6,dmso wellmate only/unpinned,1,dmso
1,J07,614474.6875,10,7,Gefitinib,2,lib
1,J08,695570.3125,10,8,dmso wellmate only/unpinned,1,dmso
1,J09,450870.53125,10,9,Paclitaxel,2,lib
1,J10,792433.1875,10,10,dmso wellmate only/unpinned,1,dmso
1,J11,755068.875,10,11,SGI-1027,2,lib
1,J12,758487.375,10,12,dmso wellmate only/unpinned,1,dmso
1,J13,654664.9375,10,13,PFK-015,2,lib
1,J14,798747.625,10,14,dmso wellmate only/unpinned,1,dmso
1,J15,817130.5625,10,15,Nedisertib,2,lib
1,J16,749206.875,10,16,dmso wellmate only/unpinned,1,dmso
1,J17,560753.5,10,17,Lapatinib,2,lib
1,J18,743385.8125,10,18,dmso wellmate only/unpinned,1,dmso
1,J19,342701.1875,10,19,Dinaciclib,2,lib
1,J20,718621.25,10,20,dmso wellmate only/unpinned,1,dmso
1,J21,663189.3125,10,21,TAK-580,2,lib
1,J22,665948.0625,10,22,dmso wellmate only/unpinned,1,dmso
1,J23,602400.4375,10,23,DMSO + dmso,0,bckg
1,J24,549266,10,24,DMSO + dmso,0,bckg
1,K01,223315.84375,11,1,STAUR + dmso,10,staur
1,K02,234342.09375,11,2,STAUR + dmso,10,staur
1,K03,505429.59375,11,3,KU-55933,2,lib
1,K04,558701.25,11,4,KU-55933,2,lib
1,K05,496032.3125,11,5,GSK2606414,2,lib
1,K06,574045.125,11,6,GSK2606414,2,lib
1,K07,444920.96875,11,7,Tipifarnib,2,lib
1,K08,436679.75,11,8,Tipifarnib,2,lib
1,K09,489834.59375,11,9,Axitinib,2,lib
1,K10,450012.25,11,10,Axitinib,2,lib
1,K11,482603.46875,11,11,Laduviglusib,2,lib
1,K12,426374.5625,11,12,Laduviglusib,2,lib
1,K13,508404.375,11,13,Berzosertib,2,lib
1,K14,501360.0625,11,14,Berzosertib,2,lib
1,K15,462115.71875,11,15,Ceritinib,2,lib
1,K16,517968.03125,11,16,Ceritinib,2,lib
1,K17,473769.625,11,17,Navitoclax,2,lib
1,K18,494280.71875,11,18,Navitoclax,2,lib
1,K19,631304.5625,11,19,Ro-3306,2,lib
1,K20,606157.5625,11,20,Ro-3306,2,lib
1,K21,445580.71875,11,21,Empesertib,2,lib
1,K22,448596.375,11,22,Empesertib,2,lib
1,K23,668175.5,11,23,DMSO + dmso,0,bckg
1,K24,564396.8125,11,24,DMSO + dmso,0,bckg
1,L01,239421.703125,12,1,STAUR + dmso,10,staur
1,L02,265987.4375,12,2,STAUR + dmso,10,staur
1,L03,657890.75,12,3,KU-55933,2,lib
1,L04,682567.6875,12,4,dmso wellmate only/unpinned,1,dmso
1,L05,763675,12,5,GSK2606414,2,lib
1,L06,790699.125,12,6,dmso wellmate only/unpinned,1,dmso
1,L07,664053.4375,12,7,Tipifarnib,2,lib
1,L08,731448.6875,12,8,dmso wellmate only/unpinned,1,dmso
1,L09,786431.0625,12,9,Axitinib,2,lib
1,L10,751197.875,12,10,dmso wellmate only/unpinned,1,dmso
1,L11,766830.8125,12,11,Laduviglusib,2,lib
1,L12,751154.0625,12,12,dmso wellmate only/unpinned,1,dmso
1,L13,871748,12,13,Berzosertib,2,lib
1,L14,744530.125,12,14,dmso wellmate only/unpinned,1,dmso
1,L15,675835.75,12,15,Ceritinib,2,lib
1,L16,615770.875,12,16,dmso wellmate only/unpinned,1,dmso
1,L17,669591.375,12,17,Navitoclax,2,lib
1,L18,678448.5625,12,18,dmso wellmate only/unpinned,1,dmso
1,L19,733284.9375,12,19,Ro-3306,2,lib
1,L20,739176.125,12,20,dmso wellmate only/unpinned,1,dmso
1,L21,599822.6875,12,21,Empesertib,2,lib
1,L22,556660.625,12,22,dmso wellmate only/unpinned,1,dmso
1,L23,621384.75,12,23,DMSO + dmso,0,bckg
1,L24,532544.1875,12,24,DMSO + dmso,0,bckg
1,M01,224731.703125,13,1,STAUR + dmso,10,staur
1,M02,233521.765625,13,2,STAUR + dmso,10,staur
1,M03,436703.09375,13,3,SGX-523,2,lib
1,M04,613374.125,13,4,SGX-523,2,lib
1,M05,612022.5,13,5,Alisertib,2,lib
1,M06,515904.09375,13,6,Alisertib,2,lib
1,M07,437672.3125,13,7,Onvansertib,2,lib
1,M08,446392.3125,13,8,Onvansertib,2,lib
1,M09,473489.375,13,9,AZD1390,2,lib
1,M10,474858.53125,13,10,AZD1390,2,lib
1,M11,334293.5625,13,11,Camptothecin,2,lib
1,M12,303048.15625,13,12,Camptothecin,2,lib
1,M13,515600.46875,13,13,Tomivosertib,2,lib
1,M14,508950.28125,13,14,Tomivosertib,2,lib
1,M15,521623.03125,13,15,FRAX1036,2,lib
1,M16,567298.625,13,16,FRAX1036,2,lib
1,M17,455030.5625,13,17,Trametinib,2,lib
1,M18,418369.8125,13,18,Trametinib,2,lib
1,M19,700448.5,13,19,Lonafarnib,2,lib
1,M20,637300.8125,13,20,Lonafarnib,2,lib
1,M21,650099.125,13,21,Niclosamide,2,lib
1,M22,607223.125,13,22,Niclosamide,2,lib
1,M23,586177.8125,13,23,DMSO + dmso,0,bckg
1,M24,625503.875,13,24,DMSO + dmso,0,bckg
1,N01,318292.8125,14,1,STAUR + dmso,10,staur
1,N02,294491.625,14,2,STAUR + dmso,10,staur
1,N03,706129.5,14,3,SGX-523,2,lib
1,N04,807111.5,14,4,dmso wellmate only/unpinned,1,dmso
1,N05,896515.5,14,5,Alisertib,2,lib
1,N06,855172.125,14,6,dmso wellmate only/unpinned,1,dmso
1,N07,644911.5,14,7,Onvansertib,2,lib
1,N08,679047,14,8,dmso wellmate only/unpinned,1,dmso
1,N09,826849,14,9,AZD1390,2,lib
1,N10,740986.125,14,10,dmso wellmate only/unpinned,1,dmso
1,N11,420579.71875,14,11,Camptothecin,2,lib
1,N12,701263,14,12,dmso wellmate only/unpinned,1,dmso
1,N13,711898.0625,14,13,Tomivosertib,2,lib
1,N14,718326.375,14,14,dmso wellmate only/unpinned,1,dmso
1,N15,775436.9375,14,15,FRAX1036,2,lib
1,N16,707749.6875,14,16,dmso wellmate only/unpinned,1,dmso
1,N17,498233.46875,14,17,Trametinib,2,lib
1,N18,751869.3125,14,18,dmso wellmate only/unpinned,1,dmso
1,N19,674770.25,14,19,Lonafarnib,2,lib
1,N20,710406.3125,14,20,dmso wellmate only/unpinned,1,dmso
1,N21,690665.875,14,21,Niclosamide,2,lib
1,N22,670189.8125,14,22,dmso wellmate only/unpinned,1,dmso
1,N23,649340.0625,14,23,DMSO + dmso,0,bckg
1,N24,573969.25,14,24,DMSO + dmso,0,bckg
1,O01,325167.78125,15,1,STAUR + dmso,10,staur
1,O02,255153.875,15,2,STAUR + dmso,10,staur
1,O03,513872.25,15,3,BML-277,2,lib
1,O04,583509.5625,15,4,BML-277,2,lib
1,O05,625355,15,5,Ceralasertib,2,lib
1,O06,619428.8125,15,6,Ceralasertib,2,lib
1,O07,488170.59375,15,7,ZN-c3,2,lib
1,O08,382380.5,15,8,ZN-c3,2,lib
1,O09,378296.375,15,9,(+)-JQ-1,2,lib
1,O10,342963.9375,15,10,(+)-JQ-1,2,lib
1,O11,500154.375,15,11,Adavosertib,2,lib
1,O12,440620.8125,15,12,Adavosertib,2,lib
1,O13,821760.625,15,13,Adapalene,2,lib
1,O14,528944.6875,15,14,Adapalene,2,lib
1,O15,518919.71875,15,15,LB-100,2,lib
1,O16,422369.25,15,16,LB-100,2,lib
1,O17,365944.75,15,17,Palbociclib (monohydrochloride),2,lib
1,O18,411526.9375,15,18,Palbociclib (monohydrochloride),2,lib
1,O19,389197.09375,15,19,Copanlisib (dihydrochloride),2,lib
1,O20,380827.4375,15,20,Copanlisib (dihydrochloride),2,lib
1,O21,575005.5625,15,21,Oxaliplatin,2,lib
1,O22,635210.625,15,22,Oxaliplatin,2,lib
1,O23,635706.875,15,23,DMSO + dmso,0,bckg
1,O24,575887.25,15,24,DMSO + dmso,0,bckg
1,P01,285640.28125,16,1,STAUR + dmso,10,staur
1,P02,284735.28125,16,2,STAUR + dmso,10,staur
1,P03,691894.9375,16,3,BML-277,2,lib
1,P04,757290.5,16,4,dmso wellmate only/unpinned,1,dmso
1,P05,732660.25,16,5,Ceralasertib,2,lib
1,P06,645282.25,16,6,dmso wellmate only/unpinned,1,dmso
1,P07,653322,16,7,ZN-c3,2,lib
1,P08,589643.0625,16,8,dmso wellmate only/unpinned,1,dmso
1,P09,553396.8125,16,9,(+)-JQ-1,2,lib
1,P10,582578.3125,16,10,dmso wellmate only/unpinned,1,dmso
1,P11,675827,16,11,Adavosertib,2,lib
1,P12,615420.5625,16,12,dmso wellmate only/unpinned,1,dmso
1,P13,597662.375,16,13,Adapalene,2,lib
1,P14,705571.9375,16,14,dmso wellmate only/unpinned,1,dmso
1,P15,621574.5,16,15,LB-100,2,lib
1,P16,609710.375,16,16,dmso wellmate only/unpinned,1,dmso
1,P17,458846.09375,16,17,Palbociclib (monohydrochloride),2,lib
1,P18,483625.21875,16,18,dmso wellmate only/unpinned,1,dmso
1,P19,431442.5,16,19,Copanlisib (dihydrochloride),2,lib
1,P20,587062.375,16,20,dmso wellmate only/unpinned,1,dmso
1,P21,569418,16,21,Oxaliplatin,2,lib
1,P22,538768.125,16,22,dmso wellmate only/unpinned,1,dmso
1,P23,590434.1875,16,23,DMSO + dmso,0,bckg
1,P24,564589.5,16,24,DMSO + dmso,0,bckg
2,A01,583278.9375,1,1,DMSO + dmso,0,bckg
2,A02,583903.6875,1,2,DMSO + dmso,0,bckg
2,A03,570153.6875,1,3,dmso wellmate only/unpinned,1,dmso
2,A04,575939.75,1,4,dmso wellmate only/unpinned,1,dmso
2,A05,481318.96875,1,5,Hydroxyurea,2,lib
2,A06,439511.46875,1,6,Hydroxyurea,2,lib
2,A07,374422.4375,1,7,Tazemetostat,2,lib
2,A08,512380.46875,1,8,Tazemetostat,2,lib
2,A09,417596.1875,1,9,Pemetrexed,2,lib
2,A10,381285.75,1,10,Pemetrexed,2,lib
2,A11,349182.0625,1,11,Raloxifene (hydrochloride),2,lib
2,A12,331905.5625,1,12,Raloxifene (hydrochloride),2,lib
2,A13,355312.625,1,13,Mifepristone,2,lib
2,A14,411786.75,1,14,Mifepristone,2,lib
2,A15,353371.28125,1,15,Fulvestrant,2,lib
2,A16,381458,1,16,Fulvestrant,2,lib
2,A17,358833.3125,1,17,Enzalutamide,2,lib
2,A18,396034.125,1,18,Enzalutamide,2,lib
2,A19,378483.21875,1,19,Rucaparib,2,lib
2,A20,409518.4375,1,20,Rucaparib,2,lib
2,A21,363813.65625,1,21,5-Fluorouracil,2,lib
2,A22,437648.9375,1,22,5-Fluorouracil,2,lib
2,A23,219961.546875,1,23,STAUR + dmso,10,staur
2,A24,222504.265625,1,24,STAUR + dmso,10,staur
2,B01,528112.625,2,1,DMSO + dmso,0,bckg
2,B02,592270.4375,2,2,DMSO + dmso,0,bckg
2,B03,501614.03125,2,3,dmso wellmate only/unpinned,1,dmso
2,B04,642135.1875,2,4,dmso wellmate only/unpinned,1,dmso
2,B05,606989.625,2,5,Hydroxyurea,2,lib
2,B06,475290.59375,2,6,dmso wellmate only/unpinned,1,dmso
2,B07,592571.125,2,7,Tazemetostat,2,lib
2,B08,490403.875,2,8,dmso wellmate only/unpinned,1,dmso
2,B09,590367,2,9,Pemetrexed,2,lib
2,B10,606239.3125,2,10,dmso wellmate only/unpinned,1,dmso
2,B11,572725.625,2,11,Raloxifene (hydrochloride),2,lib
2,B12,535702.875,2,12,dmso wellmate only/unpinned,1,dmso
2,B13,538552.125,2,13,Mifepristone,2,lib
2,B14,533379.125,2,14,dmso wellmate only/unpinned,1,dmso
2,B15,510987.96875,2,15,Fulvestrant,2,lib
2,B16,562884.625,2,16,dmso wellmate only/unpinned,1,dmso
2,B17,568495.5,2,17,Enzalutamide,2,lib
2,B18,541836.375,2,18,dmso wellmate only/unpinned,1,dmso
2,B19,530156.1875,2,19,Rucaparib,2,lib
2,B20,497147.5,2,20,dmso wellmate only/unpinned,1,dmso
2,B21,490041.875,2,21,5-Fluorouracil,2,lib
2,B22,544519.1875,2,22,dmso wellmate only/unpinned,1,dmso
2,B23,266793.1875,2,23,STAUR + dmso,10,staur
2,B24,227081.75,2,24,STAUR + dmso,10,staur
2,C01,549855.6875,3,1,DMSO + dmso,0,bckg
2,C02,457564.5,3,2,DMSO + dmso,0,bckg
2,C03,474730.09375,3,3,dmso wellmate only/unpinned,1,dmso
2,C04,556295.6875,3,4,dmso wellmate only/unpinned,1,dmso
2,C05,291078.96875,3,5,Gemcitabine,2,lib
2,C06,280102.34375,3,6,Gemcitabine,2,lib
2,C07,355458.59375,3,7,Erlotinib,2,lib
2,C08,321521.5625,3,8,Erlotinib,2,lib
2,C09,387045.5625,3,9,Saracatinib,2,lib
2,C10,429250.09375,3,10,Saracatinib,2,lib
2,C11,349660.84375,3,11,Ipatasertib,2,lib
2,C12,303278.78125,3,12,Ipatasertib,2,lib
2,C13,288731.8125,3,13,Vorinostat,2,lib
2,C14,276543.6875,3,14,Vorinostat,2,lib
2,C15,304548.65625,3,15,Buparlisib,2,lib
2,C16,252687.0625,3,16,Buparlisib,2,lib
2,C17,461876.34375,3,17,Everolimus,2,lib
2,C18,452575.40625,3,18,Everolimus,2,lib
2,C19,265205.0625,3,19,Topotecan (Hydrochloride),2,lib
2,C20,238697.703125,3,20,Topotecan (Hydrochloride),2,lib
2,C21,231110.40625,3,21,Bortezomib,2,lib
2,C22,220165.90625,3,22,Bortezomib,2,lib
2,C23,220308.953125,3,23,STAUR + dmso,10,staur
2,C24,208398.140625,3,24,STAUR + dmso,10,staur
2,D01,535224.125,4,1,DMSO + dmso,0,bckg
2,D02,550895,4,2,DMSO + dmso,0,bckg
2,D03,653269.5,4,3,dmso wellmate only/unpinned,1,dmso
2,D04,620068.125,4,4,dmso wellmate only/unpinned,1,dmso
2,D05,320333.40625,4,5,Gemcitabine,2,lib
2,D06,646981.25,4,6,dmso wellmate only/unpinned,1,dmso
2,D07,384727.625,4,7,Erlotinib,2,lib
2,D08,619090.125,4,8,dmso wellmate only/unpinned,1,dmso
2,D09,477205.65625,4,9,Saracatinib,2,lib
2,D10,546644.4375,4,10,dmso wellmate only/unpinned,1,dmso
2,D11,522063.84375,4,11,Ipatasertib,2,lib
2,D12,709883.75,4,12,dmso wellmate only/unpinned,1,dmso
2,D13,386814.9375,4,13,Vorinostat,2,lib
2,D14,671418.875,4,14,dmso wellmate only/unpinned,1,dmso
2,D15,355695.0625,4,15,Buparlisib,2,lib
2,D16,669798.625,4,16,dmso wellmate only/unpinned,1,dmso
2,D17,584105.125,4,17,Everolimus,2,lib
2,D18,638839.3125,4,18,dmso wellmate only/unpinned,1,dmso
2,D19,341562.65625,4,19,Topotecan (Hydrochloride),2,lib
2,D20,612080.875,4,20,dmso wellmate only/unpinned,1,dmso
2,D21,260175.09375,4,21,Bortezomib,2,lib
